Type,Title,ID,jp,eng,Furigana,Image,Sound,Update
Anime,Chi's Sweet Home,A-Chi-E075-2399,ちがう,No.,ちがーう,"<img src=""Chi075_1_0.1.44.400.jpg"">",[sound:Chi075_1_0.1.44.010-0.1.44.790.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2400,あれ,Huh?,あれ,"<img src=""Chi075_1_0.1.45.505.jpg"">",[sound:Chi075_1_0.1.45.250-0.1.45.760.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2401,おとうさん　これ,"Dad, here!",おとうさん　これ,"<img src=""Chi075_1_0.1.50.445.jpg"">",[sound:Chi075_1_0.1.49.350-0.1.51.540.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2402,それらー,That's it!,それらー,"<img src=""Chi075_1_0.1.52.230.jpg"">",[sound:Chi075_1_0.1.51.540-0.1.52.920.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2403,お父さんに懐いたっていうより　猫ブラシが好きみたいね,She seems to like the brush rather than Dad.,お 父[とう]さんに 懐[なつ]いたっていうより　 猫[ねこ]ブラシが 好[す]きみたいね,"<img src=""Chi075_1_0.1.57.435.jpg"">",[sound:Chi075_1_0.1.55.090-0.1.59.780.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2404,なんだ,I see.,なんだ,"<img src=""Chi075_1_0.2.00.780.jpg"">",[sound:Chi075_1_0.2.00.130-0.2.01.430.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2405,(チー)背中向けてるよ,Chi is turning her back.,チー 背中[せなか] 向[む]けてるよ,"<img src=""Chi075_1_0.2.03.445.jpg"">",[sound:Chi075_1_0.2.02.370-0.2.04.520.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2406,待ってるみたいね,She seems to be waiting.,待[ま]ってるみたいね,"<img src=""Chi075_1_0.2.05.450.jpg"">",[sound:Chi075_1_0.2.04.520-0.2.06.380.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2407,手がもう疲れちゃったよ,My arm got tired.,手[て]がもう 疲[つか]れちゃったよ,"<img src=""Chi075_1_0.2.37.375.jpg"">",[sound:Chi075_1_0.2.36.210-0.2.38.540.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2408,お　やっと満足してくれたか,So she's finally satisfied.,お　やっと 満足[まんぞく]してくれたか,"<img src=""Chi075_1_0.2.41.450.jpg"">",[sound:Chi075_1_0.2.40.260-0.2.42.640.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2409,こっちもー,This side too.,こっちもー,"<img src=""Chi075_1_0.2.44.205.jpg"">",[sound:Chi075_1_0.2.43.270-0.2.45.140.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2410,今度は右側かい,"You want me to brush your right side this time, eh?",今度[こんど]は 右側[みぎがわ]かい,"<img src=""Chi075_1_0.2.48.175.jpg"">",[sound:Chi075_1_0.2.47.140-0.2.49.210.mp3],
Anime,Chi's Sweet Home,A-Chi-E075-2411,くしくしいいねー,"Comb, comb feels nice!",くしくしいいねー,"<img src=""Chi075_1_0.2.53.360.jpg"">",[sound:Chi075_1_0.2.52.020-0.2.54.700.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2412,これいいねー,This is great.,これいいねー,"<img src=""Chi076_1_0.0.31.985.jpg"">",[sound:Chi076_1_0.0.30.830-0.0.33.140.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2413,はいおしまい,"There, that's it for now.",はいおしまい,"<img src=""Chi076_1_0.0.35.455.jpg"">",[sound:Chi076_1_0.0.34.770-0.0.36.140.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2414,お仕事だからね　今日はここまで,"I have work to do, so that's it for today.",お 仕事[しごと]だからね　 今日[きょう]はここまで,"<img src=""Chi076_1_0.0.39.245.jpg"">",[sound:Chi076_1_0.0.37.930-0.0.40.560.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2415,もっとー,M-More!,もっとー,"<img src=""Chi076_1_0.0.42.030.jpg"">",[sound:Chi076_1_0.0.40.560-0.0.43.500.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2416,すごいぞ,This is amazing.,すごいぞ,"<img src=""Chi076_1_0.0.45.305.jpg"">",[sound:Chi076_1_0.0.44.450-0.0.46.160.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2417,今日も「毛布」が取れたぞ　(チー),"I can make a blanket with this, Chi.",今日[きょう]も「 毛布[もうふ]」が 取[と]れたぞ　チー,"<img src=""Chi076_1_0.0.47.415.jpg"">",[sound:Chi076_1_0.0.46.160-0.0.48.670.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2418,(洋平)なにしてる？,"Youhei, what are you doing?",洋平[ようへい]なにしてる？,"<img src=""Chi076_1_0.1.05.800.jpg"">",[sound:Chi076_1_0.1.04.770-0.1.06.830.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2419,僕と(チー)だけの秘密だよ,This a secret between you and me.,僕[ぼく]とチーだけの 秘密[ひみつ]だよ,"<img src=""Chi076_1_0.1.11.210.jpg"">",[sound:Chi076_1_0.1.10.210-0.1.12.210.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2420,ほら　毛玉だよ　(チー),"There, it's your fur ball.",ほら　 毛玉[けだま]だよ　チー,"<img src=""Chi076_1_0.1.13.460.jpg"">",[sound:Chi076_1_0.1.12.620-0.1.14.300.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2421,なんらこれ,What's this?,なんらこれ,"<img src=""Chi076_1_0.1.15.345.jpg"">",[sound:Chi076_1_0.1.14.660-0.1.16.030.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2422,(チー)の匂いらー,It smells like me!,チーの 匂[にお]いらー,"<img src=""Chi076_1_0.1.18.000.jpg"">",[sound:Chi076_1_0.1.17.360-0.1.18.640.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2423,もう　(チー)だめだよ,"Stop it, Chi.",もう　チーだめだよ,"<img src=""Chi076_1_0.1.25.575.jpg"">",[sound:Chi076_1_0.1.24.600-0.1.26.550.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2424,壊れちゃう,It's going to break.,壊[こわ]れちゃう,"<img src=""Chi076_1_0.1.27.295.jpg"">",[sound:Chi076_1_0.1.26.550-0.1.28.040.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2425,(チー)の　(チー)の,It's mine! It's mine!,チーの　チーの,"<img src=""Chi076_1_0.1.29.780.jpg"">",[sound:Chi076_1_0.1.28.520-0.1.31.040.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2426,これで大丈夫,It'll be safe this way.,これで 大丈夫[だいじょうぶ],"<img src=""Chi076_1_0.1.36.955.jpg"">",[sound:Chi076_1_0.1.36.250-0.1.37.660.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2427,(洋平)独り占めだめだ,"Youhei, it's not good to keep it to yourself.",洋平[ようへい] 独り占[ひとりじ]めだめだ,"<img src=""Chi076_1_0.1.39.425.jpg"">",[sound:Chi076_1_0.1.37.980-0.1.40.870.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2428,なんだこれ,What's this?,なんだこれ,"<img src=""Chi076_1_0.2.08.800.jpg"">",[sound:Chi076_1_0.2.08.010-0.2.09.590.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2429,これ(洋平)が？,Did Youhei do this?,これ 洋平[ようへい]が？,"<img src=""Chi076_1_0.2.19.565.jpg"">",[sound:Chi076_1_0.2.18.810-0.2.20.320.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2430,ボールみたいだな,It's like a ball.,ボールみたいだな,"<img src=""Chi076_1_0.2.22.570.jpg"">",[sound:Chi076_1_0.2.21.630-0.2.23.510.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2431,すごいでしょー,Isn't it great?,すごいでしょー,"<img src=""Chi076_1_0.2.24.400.jpg"">",[sound:Chi076_1_0.2.23.510-0.2.25.290.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2432,なになに？,What? What?,なになに？,"<img src=""Chi076_1_0.2.25.810.jpg"">",[sound:Chi076_1_0.2.25.290-0.2.26.330.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2433,(チー)の毛で作ったらしいんだ,He made it with Chi's fur.,チーの 毛[け]で 作[つく]ったらしいんだ,"<img src=""Chi076_1_0.2.28.520.jpg"">",[sound:Chi076_1_0.2.27.400-0.2.29.640.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2434,でも　いつの間に作ってたんだ？,"But, when did you make it?",でも　いつの 間[ま]に 作[つく]ってたんだ？,"<img src=""Chi076_1_0.2.32.645.jpg"">",[sound:Chi076_1_0.2.31.170-0.2.34.120.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2435,ほんと良く出来てるな,It's really well made.,ほんと 良[よ]く 出来[でき]てるな,"<img src=""Chi076_1_0.2.35.190.jpg"">",[sound:Chi076_1_0.2.34.120-0.2.36.260.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2436,せっかく作ったのに,You're ruining all my efforts.,せっかく 作[つく]ったのに,"<img src=""Chi076_1_0.2.46.005.jpg"">",[sound:Chi076_1_0.2.44.920-0.2.47.090.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2437,お掃除が大変だわ,It's going to be a tough work to clean that up.,お 掃除[そうじ]が 大変[たいへん]だわ,"<img src=""Chi076_1_0.2.48.010.jpg"">",[sound:Chi076_1_0.2.47.090-0.2.48.930.mp3],
Anime,Chi's Sweet Home,A-Chi-E076-2438,面白い,This is fun!,面白[おもしろ]い,"<img src=""Chi076_1_0.2.53.905.jpg"">",[sound:Chi076_1_0.2.52.870-0.2.54.940.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2439,(洋平)遊ぼー,"Youhei, let's play!",洋平[ようへい] 遊[あそ]ぼー,"<img src=""Chi077_1_0.0.31.400.jpg"">",[sound:Chi077_1_0.0.30.470-0.0.32.330.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2440,(チー)遊ぼー,"Chi, let's play!",チー 遊[あそ]ぼー,"<img src=""Chi077_1_0.0.33.250.jpg"">",[sound:Chi077_1_0.0.32.330-0.0.34.170.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2441,なにこれ,What's this?,なにこれ,"<img src=""Chi077_1_0.0.36.680.jpg"">",[sound:Chi077_1_0.0.35.900-0.0.37.460.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2442,(チー)　新しい積み木だよ,"Chi, these are new building blocks.",チー　 新[あたら]しい 積み木[つみき]だよ,"<img src=""Chi077_1_0.0.38.715.jpg"">",[sound:Chi077_1_0.0.37.460-0.0.39.970.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2443,一緒に秘密基地作ろうよ,Let's make a secret base.,一緒[いっしょ]に 秘密基地[ひみつきち] 作[つく]ろうよ,"<img src=""Chi077_1_0.0.41.525.jpg"">",[sound:Chi077_1_0.0.40.320-0.0.42.730.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2444,なんだ？,What?,なんだ？,"<img src=""Chi077_1_0.0.48.835.jpg"">",[sound:Chi077_1_0.0.48.190-0.0.49.480.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2445,(チー)楽しいね,"Chi, it's fun, isn't it?",チー 楽[たの]しいね,"<img src=""Chi077_1_0.0.51.155.jpg"">",[sound:Chi077_1_0.0.49.970-0.0.52.340.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2446,しょうがないな,Never mind.,しょうがないな,"<img src=""Chi077_1_0.0.56.495.jpg"">",[sound:Chi077_1_0.0.55.500-0.0.57.490.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2447,面白い,This is fun!,面白[おもしろ]い,"<img src=""Chi077_1_0.1.02.185.jpg"">",[sound:Chi077_1_0.1.00.960-0.1.03.410.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2448,見て見て(チー)すごいよー,"Look, look, Chi! This is great.",見[み]て 見[み]てチーすごいよー,"<img src=""Chi077_1_0.1.05.945.jpg"">",[sound:Chi077_1_0.1.04.890-0.1.07.000.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2449,(洋平)楽ちーよー,"Youhei, this is fun!",洋平[ようへい] 楽[らく]ちーよー,"<img src=""Chi077_1_0.1.09.025.jpg"">",[sound:Chi077_1_0.1.07.920-0.1.10.130.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2450,面白いのに,He doesn't see this is fun.,面白[おもしろ]いのに,"<img src=""Chi077_1_0.1.19.790.jpg"">",[sound:Chi077_1_0.1.18.700-0.1.20.880.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2451,(洋平)　みてみて面白いよ,"Youhei. Look, look! This is fun.",洋平[ようへい]　みてみて 面白[おもしろ]いよ,"<img src=""Chi077_1_0.1.31.365.jpg"">",[sound:Chi077_1_0.1.29.640-0.1.33.090.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2452,みてみて(チー),"Look, look! Chi.",みてみてチー,"<img src=""Chi077_1_0.1.36.005.jpg"">",[sound:Chi077_1_0.1.35.270-0.1.36.740.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2453,ほら　こんなに高いよ,"Look, it's this tall.",ほら　こんなに 高[たか]いよ,"<img src=""Chi077_1_0.1.37.650.jpg"">",[sound:Chi077_1_0.1.36.740-0.1.38.560.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2454,ねぇねぇ(洋平),"Hey, hey, Youhei.",ねぇねぇ 洋平[ようへい],"<img src=""Chi077_1_0.1.39.415.jpg"">",[sound:Chi077_1_0.1.38.560-0.1.40.270.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2455,こんなにグルグルだよ,I can go round and round this much.,こんなにグルグルだよ,"<img src=""Chi077_1_0.1.41.485.jpg"">",[sound:Chi077_1_0.1.40.270-0.1.42.700.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2456,グル,Round and round.,グル,"<img src=""Chi077_1_0.1.49.975.jpg"">",[sound:Chi077_1_0.1.49.370-0.1.50.580.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2457,グルるーるー,Round and round.,グルるーるー,"<img src=""Chi077_1_0.1.51.115.jpg"">",[sound:Chi077_1_0.1.50.580-0.1.51.650.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2458,随分散らかしたわね,You really messed up the room.,随分[ずいぶん] 散[ち]らかしたわね,"<img src=""Chi077_1_0.1.55.940.jpg"">",[sound:Chi077_1_0.1.54.730-0.1.57.150.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2459,お片付けしたらおやつよ,"After you tidy up, it's time for your snack.",お 片付[かたづ]けしたらおやつよ,"<img src=""Chi077_1_0.1.58.185.jpg"">",[sound:Chi077_1_0.1.57.150-0.1.59.220.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2460,はーい,Yes.,はーい,"<img src=""Chi077_1_0.2.00.535.jpg"">",[sound:Chi077_1_0.1.59.770-0.2.01.300.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2461,今日のオヤツ何かーなー,I wonder what today's snack will be.,今日[きょう]のオヤツ 何[なに]かーなー,"<img src=""Chi077_1_0.2.05.335.jpg"">",[sound:Chi077_1_0.2.03.810-0.2.06.860.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2462,ここいいー,This is nice.,ここいいー,"<img src=""Chi077_1_0.2.09.860.jpg"">",[sound:Chi077_1_0.2.08.810-0.2.10.910.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2463,(チー)　入っちゃダメ,"Chi, don't go in there.",チー　 入[はい]っちゃダメ,"<img src=""Chi077_1_0.2.11.985.jpg"">",[sound:Chi077_1_0.2.10.910-0.2.13.060.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2464,入る,I will!,入[はい]る,"<img src=""Chi077_1_0.2.13.815.jpg"">",[sound:Chi077_1_0.2.13.060-0.2.14.570.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2465,(チー)だーめー,Chi! No!,チーだーめー,"<img src=""Chi077_1_0.2.15.365.jpg"">",[sound:Chi077_1_0.2.14.570-0.2.16.160.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2466,なにするんだよ,What are you doing?,なにするんだよ,"<img src=""Chi077_1_0.2.17.265.jpg"">",[sound:Chi077_1_0.2.16.160-0.2.18.370.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2467,(洋平)　できたわよ,"Youhei, it's ready.",洋平[ようへい]　できたわよ,"<img src=""Chi077_1_0.2.38.530.jpg"">",[sound:Chi077_1_0.2.37.170-0.2.39.890.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2468,(チー)楽しいねー,"Chi, this is fun, isn't it?",チー 楽[たの]しいねー,"<img src=""Chi077_1_0.2.48.510.jpg"">",[sound:Chi077_1_0.2.47.460-0.2.49.560.mp3],
Anime,Chi's Sweet Home,A-Chi-E077-2469,たのちいねー,This is fun!,たのちいねー,"<img src=""Chi077_1_0.2.50.680.jpg"">",[sound:Chi077_1_0.2.49.560-0.2.51.800.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2471,びっくりやー,You surprised me!,びっくりやー,"<img src=""Chi078_1_0.0.41.240.jpg"">",[sound:Chi078_1_0.0.40.590-0.0.41.890.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2472,逃げる,Run!,逃[に]げる,"<img src=""Chi078_1_0.0.43.220.jpg"">",[sound:Chi078_1_0.0.42.510-0.0.43.930.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2473,(洋平)いない,Youhei isn't here.,洋平[ようへい]いない,"<img src=""Chi078_1_0.0.57.355.jpg"">",[sound:Chi078_1_0.0.56.340-0.0.58.370.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2474,(チー)何してるの？,"Chi, what are you doing?",チー 何[なに]してるの？,"<img src=""Chi078_1_0.1.09.690.jpg"">",[sound:Chi078_1_0.1.08.660-0.1.10.720.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2475,そうか　かくれんぼだね,"I see! You're playing hide and seek, right?",そうか　かくれんぼだね,"<img src=""Chi078_1_0.1.12.385.jpg"">",[sound:Chi078_1_0.1.11.220-0.1.13.550.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2476,面白い,This is fun!,面白[おもしろ]い,"<img src=""Chi078_1_0.1.18.605.jpg"">",[sound:Chi078_1_0.1.17.610-0.1.19.600.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2477,見っけー,I found you!,見[み]っけー,"<img src=""Chi078_1_0.1.49.525.jpg"">",[sound:Chi078_1_0.1.48.460-0.1.50.590.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2478,隠えおー,Hide!,隠[こも]えおー,"<img src=""Chi078_1_0.1.52.160.jpg"">",[sound:Chi078_1_0.1.51.440-0.1.52.880.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2479,どこ隠れよう,Where should I hide?,どこ 隠[かく]れよう,"<img src=""Chi078_1_0.1.54.900.jpg"">",[sound:Chi078_1_0.1.53.610-0.1.56.190.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2480,どこ隠れよう,Where should I hide?,どこ 隠[かく]れよう,"<img src=""Chi078_1_0.1.57.705.jpg"">",[sound:Chi078_1_0.1.56.650-0.1.58.760.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2481,隠れるとこ,A place to hide...,隠[かく]れるとこ,"<img src=""Chi078_1_0.2.00.520.jpg"">",[sound:Chi078_1_0.1.59.240-0.2.01.800.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2482,ここだぁ,This is it!,ここだぁ,"<img src=""Chi078_1_0.2.02.930.jpg"">",[sound:Chi078_1_0.2.02.050-0.2.03.810.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2483,ここなら見つかんない,I won't be found if I'm in here.,ここなら 見[み]つかんない,"<img src=""Chi078_1_0.2.05.515.jpg"">",[sound:Chi078_1_0.2.04.200-0.2.06.830.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2484,かくれんぼ(チー)の勝ちあー,I win this game of hide-and-seek.,かくれんぼチーの 勝[か]ちあー,"<img src=""Chi078_1_0.2.10.795.jpg"">",[sound:Chi078_1_0.2.09.430-0.2.12.160.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2485,(チー)見―つけた,"I found you, Chi.",チー 見[み]―つけた,"<img src=""Chi078_1_0.2.15.080.jpg"">",[sound:Chi078_1_0.2.14.040-0.2.16.120.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2486,見つかっちゃった,I've been found.,見[み]つかっちゃった,"<img src=""Chi078_1_0.2.19.185.jpg"">",[sound:Chi078_1_0.2.18.110-0.2.20.260.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2487,どこだどこだー？,Where is he? Where is he?,どこだどこだー？,"<img src=""Chi078_1_0.2.33.660.jpg"">",[sound:Chi078_1_0.2.32.240-0.2.35.080.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2488,(洋平)どこだー？,Where is Youhei?,洋平[ようへい]どこだー？,"<img src=""Chi078_1_0.2.38.155.jpg"">",[sound:Chi078_1_0.2.37.070-0.2.39.240.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2489,(洋平)見っけ,"I found you, Youhei!",洋平[ようへい] 見[み]っけ,"<img src=""Chi078_1_0.2.44.640.jpg"">",[sound:Chi078_1_0.2.43.660-0.2.45.620.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2490,見つかっちゃった,I've been found.,見[み]つかっちゃった,"<img src=""Chi078_1_0.2.48.910.jpg"">",[sound:Chi078_1_0.2.47.810-0.2.50.010.mp3],
Anime,Chi's Sweet Home,A-Chi-E078-2491,かくれんぼ　たのちー,Hide-and-seek is fun!,かくれんぼ　たのちー,"<img src=""Chi078_1_0.2.52.255.jpg"">",[sound:Chi078_1_0.2.50.680-0.2.53.830.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2492,かくれんぼ,Hide-and-seek!,かくれんぼ,"<img src=""Chi079_1_0.0.31.445.jpg"">",[sound:Chi079_1_0.0.30.430-0.0.32.460.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2493,もういいかい？,Are you ready?,もういいかーい？,"<img src=""Chi079_1_0.0.34.170.jpg"">",[sound:Chi079_1_0.0.33.160-0.0.35.180.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2494,もういいかい？,Are you ready?,もういいかーい？,"<img src=""Chi079_1_0.0.41.775.jpg"">",[sound:Chi079_1_0.0.40.570-0.0.42.980.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2495,どこだどこだ？,Where is it?,どこだどこだ？,"<img src=""Chi079_1_0.0.43.855.jpg"">",[sound:Chi079_1_0.0.42.980-0.0.44.730.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2496,見つかんないとこどこだ？,Where is a place I won't be found?,見[み]つかんないとこどこだ？,"<img src=""Chi079_1_0.0.46.445.jpg"">",[sound:Chi079_1_0.0.45.200-0.0.47.690.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2497,みーっけ,Found it!,みーっけ,"<img src=""Chi079_1_0.0.50.450.jpg"">",[sound:Chi079_1_0.0.49.740-0.0.51.160.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2498,もういいよね,"You're ready, right?",もういいよね,"<img src=""Chi079_1_0.0.55.040.jpg"">",[sound:Chi079_1_0.0.54.380-0.0.55.700.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2499,(チー)どこかな,Where is Chi?,チーどこかな,"<img src=""Chi079_1_0.0.57.850.jpg"">",[sound:Chi079_1_0.0.56.630-0.0.59.070.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2500,ここかな,Is she here?,ここかな,"<img src=""Chi079_1_0.1.00.680.jpg"">",[sound:Chi079_1_0.0.59.950-0.1.01.410.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2501,ここかな,Is she here?,ここかな,"<img src=""Chi079_1_0.1.03.000.jpg"">",[sound:Chi079_1_0.1.02.210-0.1.03.790.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2502,あれどこだろう,Huh? Where is she?,あれどこだろう,"<img src=""Chi079_1_0.1.05.680.jpg"">",[sound:Chi079_1_0.1.04.570-0.1.06.790.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2503,こっちかな,Is she here?,こっちかな,"<img src=""Chi079_1_0.1.08.730.jpg"">",[sound:Chi079_1_0.1.08.020-0.1.09.440.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2504,あれーいないなー,What? She isn't here.,あれーいないなー,"<img src=""Chi079_1_0.1.12.205.jpg"">",[sound:Chi079_1_0.1.10.840-0.1.13.570.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2505,わかった　そこだ！,I've got it! You must be there!,わかった　そこだ！,"<img src=""Chi079_1_0.1.17.915.jpg"">",[sound:Chi079_1_0.1.17.000-0.1.18.830.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2506,あれぇ,Huh?,あれぇ,"<img src=""Chi079_1_0.1.27.885.jpg"">",[sound:Chi079_1_0.1.27.080-0.1.28.690.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2507,ここにもいない,She isn't here either.,ここにもいない,"<img src=""Chi079_1_0.1.30.155.jpg"">",[sound:Chi079_1_0.1.29.200-0.1.31.110.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2508,やったー,Yay!,やったー,"<img src=""Chi079_1_0.1.38.960.jpg"">",[sound:Chi079_1_0.1.38.220-0.1.39.700.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2509,どこだろう,I wonder where she is.,どこだろう,"<img src=""Chi079_1_0.1.41.740.jpg"">",[sound:Chi079_1_0.1.40.710-0.1.42.770.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2510,ただいま,I'm home.,ただいま,"<img src=""Chi079_1_0.1.43.690.jpg"">",[sound:Chi079_1_0.1.43.180-0.1.44.200.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2511,おかあさん　おかえりなさーい,"Mom, welcome back.",おかあさん　おかえりなさーい,"<img src=""Chi079_1_0.1.46.170.jpg"">",[sound:Chi079_1_0.1.44.780-0.1.47.560.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2512,今日のオヤツはプリンよ,Your snack today is pudding.,今日[きょう]のオヤツはプリンよ,"<img src=""Chi079_1_0.1.48.385.jpg"">",[sound:Chi079_1_0.1.47.560-0.1.49.210.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2513,プリン,Pudding?,プリン,"<img src=""Chi079_1_0.1.50.390.jpg"">",[sound:Chi079_1_0.1.49.670-0.1.51.110.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2514,食べたら歯を磨いてお昼寝よ,"After you eat it, brush your teeth and take a nap.",食[た]べたら 歯[は]を 磨[みが]いてお 昼寝[ひるね]よ,"<img src=""Chi079_1_0.1.55.490.jpg"">",[sound:Chi079_1_0.1.54.100-0.1.56.880.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2515,はーい,Okay.,はーい,"<img src=""Chi079_1_0.1.57.590.jpg"">",[sound:Chi079_1_0.1.56.880-0.1.58.300.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2516,(洋平)来ない,Youhei hasn't come.,洋平[ようへい] 来[こ]ない,"<img src=""Chi079_1_0.2.06.420.jpg"">",[sound:Chi079_1_0.2.05.480-0.2.07.360.mp3],
Anime,Chi's Sweet Home,A-Chi-E079-2517,(チー)の勝ち　(チー)の勝ち,I win.　I win.,チーの 勝[か]ち　チーの 勝[か]ち,"<img src=""Chi079_1_0.2.10.210.jpg"">",[sound:Chi079_1_0.2.09.400-0.2.11.020.mp3]　[sound:Chi079_1_0.2.13.300-0.2.14.970.mp3],
